split,ranking,target_rate,target_users,status_loss_captured,status_loss_precision,status_loss_recall,status_loss_lift,stopped_captured,stopped_recall,weakened_captured,weakened_recall
pooled_oof,unified,0.05,1230,1150,0.9349593495934959,0.07781311320116381,1.5560092132486383,638,0.17150537634408602,512,0.04629713355637942
pooled_oof,unified,0.1,2460,2287,0.9296747967479675,0.15474659990527098,1.5472143785650592,1156,0.310752688172043,1131,0.10226964463333033
pooled_oof,unified,0.15,3690,3384,0.9170731707317074,0.22897354354151161,1.5262420804734471,1586,0.42634408602150536,1798,0.16258251198119178
pooled_oof,unified,0.2,4920,4462,0.906910569105691,0.3019148792205156,1.509328936851179,1949,0.5239247311827957,2513,0.22723573559996382
pooled_oof,unified,0.25,6149,5470,0.8895755407383314,0.37011976453075307,1.4804790581230125,2240,0.6021505376344086,3230,0.2920698073966905
pooled_oof,unified,0.3,7379,6463,0.8758639382030086,0.4373096961905406,1.4576594779106298,2511,0.675,3952,0.35735599963830367
pooled_oof,unified,0.35,8609,7424,0.8623533511441515,0.5023343933960349,1.4351744383748257,2729,0.7336021505376344,4695,0.4245410977484402
pooled_oof,unified,0.4,9839,8345,0.8481553003354,0.5646525475336627,1.4115452850023342,2883,0.775,5462,0.493896373994032
pooled_oof,stopped_only,0.05,1230,1166,0.9479674796747968,0.07889573042831044,1.5776580370851412,670,0.18010752688172044,496,0.044850348132742565
pooled_oof,stopped_only,0.1,2460,2287,0.9296747967479675,0.15474659990527098,1.5472143785650592,1199,0.32231182795698926,1088,0.09838140880730627
pooled_oof,stopped_only,0.15,3690,3347,0.9070460704607046,0.22646999120373504,1.5095544454328094,1649,0.44327956989247314,1698,0.15354010308346144
pooled_oof,stopped_only,0.2,4920,4415,0.8973577235772358,0.2987346911157724,1.4934305818462474,2014,0.5413978494623656,2401,0.21710823763450585
pooled_oof,stopped_only,0.25,6149,5407,0.8793299723532282,0.36585695919886324,1.463427836795453,2332,0.6268817204301075,3075,0.27805407360520845
pooled_oof,stopped_only,0.3,7379,6383,0.8650223607534896,0.4318966100548075,1.4396163465114575,2586,0.6951612903225807,3797,0.3433402658468216
pooled_oof,stopped_only,0.35,8609,7300,0.8479498199558602,0.4939441098856486,1.4112033135959359,2790,0.75,4510,0.407812641287639
pooled_oof,stopped_only,0.4,9839,8213,0.8347393027746722,0.555720955409703,1.3892176663540048,2964,0.7967741935483871,5249,0.47463604304186635
pooled_oof,weakened_only,0.05,1230,989,0.8040650406504065,0.06691927735300088,1.338167923393829,169,0.04543010752688172,820,0.07414775296138891
pooled_oof,weakened_only,0.1,2460,1974,0.802439024390244,0.1335679003992151,1.335461820414266,360,0.0967741935483871,1614,0.14594447960936793
pooled_oof,weakened_only,0.15,3690,2945,0.7981029810298103,0.199269233371676,1.3282455458020985,560,0.15053763440860216,2385,0.21566145221086896
pooled_oof,weakened_only,0.2,4920,3914,0.7955284552845528,0.26483523919074364,1.323960882751124,768,0.2064516129032258,3146,0.284474183922597
pooled_oof,weakened_only,0.25,6149,4853,0.7892340217921613,0.3283713377089113,1.313485350835645,982,0.2639784946236559,3871,0.35003164843114204
pooled_oof,weakened_only,0.3,7379,5766,0.7814066946740751,0.3901481832329657,1.3004586955953414,1190,0.31989247311827956,4576,0.4137806311601411
pooled_oof,weakened_only,0.35,8609,6661,0.7737251713323267,0.45070708437648016,1.287674694775689,1418,0.3811827956989247,5243,0.47409349850800253
pooled_oof,weakened_only,0.4,9839,7559,0.7682691330419759,0.5114689762500846,1.2785944648691006,1669,0.44865591397849464,5890,0.5325978840763179
final_test,unified,0.05,327,305,0.9327217125382263,0.07723474297290453,1.5430415163363467,172,0.19457013574660634,133,0.043393148450244695
final_test,unified,0.1,654,599,0.9159021406727829,0.1516839706254748,1.5152161775171664,303,0.3427601809954751,296,0.0965742251223491
final_test,unified,0.15,980,885,0.9030612244897959,0.2241073689541656,1.493972899364861,400,0.45248868778280543,485,0.15823817292006526
final_test,unified,0.2,1307,1151,0.8806426931905126,0.29146619397315776,1.4568849619178574,483,0.5463800904977375,668,0.21794453507340947
final_test,unified,0.25,1634,1422,0.8702570379436965,0.36009116231957455,1.4397035271932563,561,0.6346153846153846,861,0.28091353996737356
final_test,unified,0.3,1960,1682,0.8581632653061224,0.4259306153456571,1.4196962806393765,611,0.6911764705882353,1071,0.3494290375203915
final_test,unified,0.35,2287,1931,0.8443375601224311,0.4889845530514054,1.396823823823713,666,0.753393665158371,1265,0.41272430668841764
final_test,unified,0.4,2614,2183,0.8351185921958684,0.5527981767536085,1.3815724899507744,714,0.8076923076923077,1469,0.4792822185970636
final_test,stopped_only,0.05,327,299,0.9143730886850153,0.07571537097999494,1.5126866012608775,181,0.20475113122171945,118,0.038499184339314846
final_test,stopped_only,0.1,654,597,0.9128440366972477,0.15117751329450493,1.5101570250045884,329,0.3721719457013575,268,0.08743882544861338
final_test,stopped_only,0.15,980,873,0.8908163265306123,0.22106862496834642,1.4737156397124562,421,0.4762443438914027,452,0.14747145187601957
final_test,stopped_only,0.2,1307,1144,0.8752869166029075,0.28969359331476324,1.4480246710982008,499,0.5644796380090498,645,0.21044045676998369
final_test,stopped_only,0.25,1634,1405,0.8598531211750307,0.3557862750063307,1.4224918816501584,576,0.6515837104072398,829,0.2704730831973899
final_test,stopped_only,0.3,1960,1652,0.8428571428571429,0.4183337553811091,1.3943747060738705,636,0.7194570135746606,1016,0.3314845024469821
final_test,stopped_only,0.35,2287,1899,0.8303454306952339,0.4808812357558876,1.3736760442471418,687,0.7771493212669683,1212,0.39543230016313213
final_test,stopped_only,0.4,2614,2128,0.8140780413159908,0.5388706001519372,1.346764204587837,727,0.8223981900452488,1401,0.4570962479608483
final_test,weakened_only,0.05,327,269,0.8226299694189603,0.06811851101544694,1.3609120258835319,52,0.058823529411764705,217,0.07079934747145188
final_test,weakened_only,0.1,654,533,0.8149847094801224,0.13497087870346924,1.3482641446020864,99,0.11199095022624435,434,0.14159869494290375
final_test,weakened_only,0.15,980,793,0.8091836734693878,0.2008103317295518,1.338667242029757,151,0.17081447963800905,642,0.20946166394779772
final_test,weakened_only,0.2,1307,1043,0.7980107115531752,0.264117498100785,1.3201833321288663,195,0.22058823529411764,848,0.2766721044045677
final_test,weakened_only,0.25,1634,1292,0.7906976744186046,0.3271714358065333,1.308085061275448,245,0.27714932126696834,1047,0.34159869494290374
final_test,weakened_only,0.3,1960,1530,0.7806122448979592,0.3874398581919473,1.2914003028408123,298,0.33710407239819007,1232,0.40195758564437195
final_test,weakened_only,0.35,2287,1774,0.7756886751202449,0.449227652570271,1.283255030276161,339,0.3834841628959276,1435,0.46818923327895595
final_test,weakened_only,0.4,2614,2016,0.7712318286151492,0.5105089896176247,1.2758818780305823,397,0.4490950226244344,1619,0.5282218597063622
