feature_set,feature_count,selection_rank,candidate_name,hidden_dims,dropout,learning_rate,weight_decay,epochs,batch_size,class_weighted_loss,weakened_threshold,stopped_threshold,validation_samples,seed_macro_f1_mean,seed_macro_f1_std,seed_macro_pr_auc_mean,seed_macro_pr_auc_std,oof_accuracy,oof_balanced_accuracy,oof_macro_precision,oof_macro_recall,oof_macro_f1,oof_weighted_f1,oof_macro_pr_auc,oof_macro_ovr_roc_auc,oof_retained_precision,oof_retained_recall,oof_retained_f1,oof_retained_support,oof_retained_pr_auc,oof_weakened_precision,oof_weakened_recall,oof_weakened_f1,oof_weakened_support,oof_weakened_pr_auc,oof_stopped_precision,oof_stopped_recall,oof_stopped_f1,oof_stopped_support,oof_stopped_pr_auc,selected
core56_dl_stable,56,1,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.42,0.35,24596,0.5612357020817226,0.0006458505849712752,0.5769556221474718,0.0006985376726775208,0.6001788908765653,0.5592371740048246,0.5749243731944211,0.5592371740048246,0.56438560432673,0.6003970631163982,0.5815274721481988,0.763503291133801,0.7088030702806428,0.6020169094428033,0.6510603139630956,9817,0.751580485262906,0.5716855690262026,0.6609096663351117,0.6130682771347089,11059,0.5897441048788595,0.4442844802764181,0.41478494623655915,0.42902822188238565,3720,0.40325782630283086,True
core56_dl_stable,56,2,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.36,0.35,24596,0.5555652614131912,0.0013515584734531036,0.5769556221474718,0.0006985376726775208,0.5946901935274028,0.5521936836839926,0.5844117501083662,0.5521936836839926,0.5576916103228408,0.5930860016263995,0.5815274721481988,0.763503291133801,0.7531933636764058,0.522562901089946,0.6170315131104162,9817,0.751580485262906,0.555757406372275,0.7192332037254725,0.6270150959757204,11059,0.5897441048788595,0.4442844802764181,0.41478494623655915,0.42902822188238565,3720,0.40325782630283086,False
core56_dl_stable,56,3,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.3,0.35,24596,0.5441231623566508,0.0023819278618106153,0.5769556221474718,0.0006985376726775208,0.585339079525126,0.5425613244619732,0.5947097963727054,0.5425613244619732,0.5459920844807735,0.5793725931589614,0.5815274721481988,0.763503291133801,0.7989159891598916,0.4504431088927371,0.5760812923397602,9817,0.751580485262906,0.5409289196818066,0.7624559182566235,0.6328667392201749,11059,0.5897441048788595,0.4442844802764181,0.41478494623655915,0.42902822188238565,3720,0.40325782630283086,False
core56_dl_stable,56,4,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.42,0.45,24596,0.538183615883084,0.003911413262654962,0.5769556221474718,0.0006985376726775208,0.6055456171735242,0.5266521568021552,0.5866140475383562,0.5266521568021552,0.538324662787573,0.594323971286788,0.5815274721481988,0.763503291133801,0.6947626841243862,0.6053784251808088,0.6469979859561265,9817,0.751580485262906,0.5656188328164646,0.725653314042861,0.6357190953380599,11059,0.5897441048788595,0.4994606256742179,0.2489247311827957,0.33225690706853245,3720,0.40325782630283086,False
core56_dl_stable,56,5,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.36,0.45,24596,0.5333565873211444,0.0046137503453419085,0.5769556221474718,0.0006985376726775208,0.6024963408684338,0.5213256280665044,0.600049650839554,0.5213256280665044,0.5328278549684754,0.5884503479511946,0.5815274721481988,0.763503291133801,0.749671772428884,0.5234796781094021,0.6164827255278311,9817,0.751580485262906,0.5510165544155599,0.7915724749073153,0.6497439323090626,11059,0.5897441048788595,0.4994606256742179,0.2489247311827957,0.33225690706853245,3720,0.40325782630283086,False
core56_dl_stable,56,6,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.3,0.45,24596,0.5216697928020878,0.005574386725177991,0.5769556221474718,0.0006985376726775208,0.5933891689705644,0.5118474236324166,0.6118180298731718,0.5118474236324166,0.5208898742195315,0.5743838999675017,0.5815274721481988,0.763503291133801,0.7985559566787004,0.4506468371192829,0.5761541967832259,9817,0.751580485262906,0.5374375072665969,0.8359707025951714,0.6542585188068363,11059,0.5897441048788595,0.4994606256742179,0.2489247311827957,0.33225690706853245,3720,0.40325782630283086,False
core56_dl_stable,56,7,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.42,0.55,24596,0.49098068769517983,0.005280004540529551,0.5769556221474718,0.0006985376726775208,0.5981053829891039,0.49359749049201423,0.5904786417957746,0.49359749049201423,0.49266547586903026,0.5722793064211597,0.5815274721481988,0.763503291133801,0.6622428666224287,0.609962310278089,0.6350283684182618,9817,0.751580485262906,0.5615740111458475,0.7471742472194592,0.6412136732239165,11059,0.5897441048788595,0.5476190476190477,0.12365591397849462,0.20175438596491227,3720,0.40325782630283086,False
core56_dl_stable,56,8,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.36,0.55,24596,0.4906426223497091,0.005382743171675957,0.5769556221474718,0.0006985376726775208,0.6013579443812002,0.4928094060700756,0.6123326759217527,0.4928094060700756,0.49178353191193763,0.5720885649567983,0.5815274721481988,0.763503291133801,0.7439676347348649,0.524498319242131,0.6152467439359541,9817,0.751580485262906,0.5454113454113454,0.8302739849896013,0.6583494658349466,11059,0.5897441048788595,0.5476190476190477,0.12365591397849462,0.20175438596491227,3720,0.40325782630283086,False
core56_dl_stable,56,9,mlp_medium_low_dropout,128x64x32,0.1,0.0007,0.0001,50,512,False,0.3,0.55,24596,0.47964272942150915,0.006406984964917058,0.5769556221474718,0.0006985376726775208,0.5929012847617499,0.4837753300295482,0.6259386540308517,0.4837753300295482,0.48013923618410564,0.5583691053526444,0.5815274721481988,0.763503291133801,0.7975482242653686,0.4506468371192829,0.5758916948711273,9817,0.751580485262906,0.5326486902081389,0.8770232389908672,0.6627716277162772,11059,0.5897441048788595,0.5476190476190477,0.12365591397849462,0.20175438596491227,3720,0.40325782630283086,False
core56_dl_stable,56,1,mlp_compact_unweighted,128x64,0.2,0.0005,0.0005,50,512,False,0.42,0.35,24596,0.568112331995042,0.0019291731398740062,0.5884595757507608,0.0008312678472655314,0.603919336477476,0.5654156171161692,0.5799182246623236,0.5654156171161692,0.5697234986558758,0.60460011543955,0.5902482528809423,0.7700383104394345,0.7176140522078556,0.5992665783844352,0.6531223980016653,9817,0.7590918069238436,0.5750292625829106,0.6663351116737499,0.6173242858339616,11059,0.6001079663887281,0.4471113591962043,0.4306451612903226,0.43872381213200057,3720,0.41154498533025535,True
core56_dl_stable,56,2,mlp_compact_unweighted,128x64,0.2,0.0005,0.0005,50,512,False,0.36,0.35,24596,0.5619472492008746,0.002461743058512999,0.5884595757507608,0.0008312678472655314,0.5988778663197268,0.5585816548624342,0.5923459694245596,0.5585816548624342,0.5631800178491977,0.5974958672151652,0.5902482528809423,0.7700383104394345,0.7721943048576214,0.5165529184068453,0.6190185546875,9817,0.7590918069238436,0.5577322442198532,0.7285468848901347,0.6317976867280926,11059,0.6001079663887281,0.4471113591962043,0.4306451612903226,0.43872381213200057,3720,0.41154498533025535,False
core56_dl_stable,56,3,mlp_compact_unweighted,128x64,0.2,0.0005,0.0005,50,512,False,0.3,0.35,24596,0.5468206948133907,0.0034690821656324514,0.5884595757507608,0.0008312678472655314,0.5860709058383476,0.5460440790571903,0.6020648698811636,0.5460440790571903,0.5477021032103514,0.5791813641576788,0.5902482528809423,0.7700383104394345,0.8182688625047875,0.4352653560150759,0.5682558680763349,9817,0.7590918069238436,0.5408143879424989,0.7722217198661724,0.6361266294227188,11059,0.6001079663887281,0.4471113591962043,0.4306451612903226,0.43872381213200057,3720,0.41154498533025535,False
core56_dl_stable,56,4,mlp_compact_unweighted,128x64,0.2,0.0005,0.0005,50,512,False,0.42,0.45,24596,0.5441745054352137,0.0009369240842032472,0.5884595757507608,0.0008312678472655314,0.6101805171572613,0.5329661572362256,0.5931431332711351,0.5329661572362256,0.5453786557053862,0.5997542357856483,0.5902482528809423,0.7700383104394345,0.7062052505966587,0.6028318223489865,0.6504368852008573,9817,0.7590918069238436,0.5680481657798936,0.733701057961841,0.6403346091622933,11059,0.6001079663887281,0.505175983436853,0.2623655913978495,0.3453644727530078,3720,0.41154498533025535,False
