split,ranking,target_rate,target_users,status_loss_captured,status_loss_precision,status_loss_recall,status_loss_lift,stopped_captured,stopped_recall,weakened_captured,weakened_recall
pooled_oof,unified,0.05,716,683,0.9539106145251397,0.07706194290872165,1.5403778308793636,323,0.14796152084287678,360,0.05389221556886228
pooled_oof,unified,0.1,1432,1352,0.9441340782122905,0.15254428523073452,1.5245906495965589,589,0.26981218506642235,763,0.11422155688622755
pooled_oof,unified,0.15,2147,2014,0.9380530973451328,0.22723682725939298,1.514771062755674,847,0.3879981676591846,1167,0.17470059880239522
pooled_oof,unified,0.2,2863,2648,0.9249039469088369,0.29877016811463386,1.4935377736837723,1073,0.4915254237288136,1575,0.23577844311377247
pooled_oof,unified,0.25,3578,3276,0.9155953046394634,0.3696265372898567,1.478506149159427,1260,0.5771873568483737,2016,0.3017964071856287
pooled_oof,unified,0.3,4294,3905,0.9094084769445738,0.4405957350784159,1.4685156405315063,1440,0.6596426935409986,2465,0.3690119760479042
pooled_oof,unified,0.35,5010,4512,0.9005988023952096,0.5090827033735755,1.4542897506352521,1578,0.722858451672011,2934,0.43922155688622755
pooled_oof,unified,0.4,5725,5088,0.8887336244541485,0.5740719846553086,1.4351298243470352,1702,0.7796610169491526,3386,0.5068862275449102
pooled_oof,stopped_only,0.05,716,679,0.9483240223463687,0.07661062845537628,1.5313565844320467,347,0.15895556573522676,332,0.04970059880239521
pooled_oof,stopped_only,0.1,1432,1344,0.9385474860335196,0.15164165632404378,1.515569403149242,614,0.28126431516262024,730,0.1092814371257485
pooled_oof,stopped_only,0.15,2147,1999,0.9310666045645086,0.22554439805934784,1.5034892524570966,859,0.3934951901053596,1140,0.17065868263473055
pooled_oof,stopped_only,0.2,2863,2632,0.9193154034229829,0.2969649103012524,1.4845133762597011,1073,0.4915254237288136,1559,0.23338323353293414
pooled_oof,stopped_only,0.25,3578,3261,0.9114030184460592,0.3679341080898116,1.4717364323592463,1285,0.5886394869445717,1976,0.2958083832335329
pooled_oof,stopped_only,0.3,4294,3876,0.9026548672566371,0.437323705291662,1.4576098905762147,1451,0.6646816307833256,2425,0.3630239520958084
pooled_oof,stopped_only,0.35,5010,4455,0.8892215568862275,0.502651472413404,1.435917739157812,1595,0.7306459001374256,2860,0.4281437125748503
pooled_oof,stopped_only,0.4,5725,5030,0.8786026200873363,0.5675279250818007,1.4187702469468528,1726,0.7906550618415025,3304,0.4946107784431138
pooled_oof,weakened_only,0.05,716,592,0.8268156424581006,0.06679453909511453,1.3351444742029037,98,0.04489234997709574,494,0.07395209580838323
pooled_oof,weakened_only,0.1,1432,1162,0.8114525139664804,0.1311068486968295,1.3103360464727822,194,0.08886852954649564,968,0.14491017964071856
pooled_oof,weakened_only,0.15,2147,1734,0.807638565440149,0.1956448155252172,1.3041772705155605,303,0.13879981676591846,1431,0.21422155688622754
pooled_oof,weakened_only,0.2,2863,2304,0.8047502619629759,0.2599571251269322,1.299513229066243,420,0.1923957856161246,1884,0.2820359281437126
pooled_oof,weakened_only,0.25,3578,2869,0.8018446059250979,0.3237052916619655,1.294821166647862,532,0.24370132844709116,2337,0.3498502994011976
pooled_oof,weakened_only,0.3,4294,3419,0.7962272938984629,0.38576102899695364,1.2857503136945505,660,0.3023362345396244,2759,0.4130239520958084
