recent_business_band,churn,users,recent_business_mean,baseline_p90_median,recent_p90_median,p90_decline_median,log_p90_decline_median,center_shift_median
1~3곳,0,303,2.1518151815181517,15.013083801207973,3.746221126934747,8.848977831266545,1.0671659293320643,5.6251528424513655
1~3곳,1,201,1.955223880597015,14.174307916660833,2.1013241250728942,8.916265663230112,1.3806597715716815,5.9029873181050885
4~6곳,0,478,4.951882845188284,15.400043477403898,12.404723820120825,2.7349082693599267,0.25364147735864084,4.339878783455136
4~6곳,1,159,4.943396226415095,15.418069961952945,12.635270383684094,2.016904632020729,0.1631350558852276,3.6796428426701904
7~10곳,0,588,8.46938775510204,14.563014995315012,13.99103889749885,0.5132300913347017,0.0474466274290839,3.194275437483117
7~10곳,1,119,8.38655462184874,15.22782558445775,15.65136155363114,0.1789058020520352,0.031006401715011123,3.211467927679434
11~20곳,0,1079,14.721037998146432,15.098739560023247,14.710001949710792,0.09479577387544502,0.001330635854768225,2.702454869533819
11~20곳,1,95,14.136842105263158,14.129757809849947,13.00848575536671,0.5546666012320394,0.053786976810660914,2.983038481839298
21곳 이상,0,854,35.20843091334895,16.584465543259228,18.950496422939352,-0.684323952178195,-0.04630957755586551,2.309018098085316
21곳 이상,1,32,28.21875,15.097534638642273,16.29252497086991,-0.3477583087363785,-0.0014897593590732505,2.531332331939588
