rank,feature_group,feature,importance_mean,importance_std,importance_share_pct,feature_group_label
1,activity,recent_active_months,0.10150968944001701,0.013334787946306948,45.019692612501586,리뷰 활동량
2,interval,recent_recency_days,0.07112911137850222,0.00498057346989604,31.545862742026955,리뷰 작성 간격
3,activity,recent_review_count,0.013545349029064041,0.005069288473426073,6.007381689191855,리뷰 활동량
4,interval,baseline_recency_days,0.010100075643138856,0.002963748069594116,4.479398009446313,리뷰 작성 간격
5,interval,baseline_median_interval_days,0.0037193740925822506,0.0023717136100464106,1.6495477356169015,리뷰 작성 간격
6,activity,baseline_active_months,0.0033455205506680076,0.0014353850568126873,1.4837431544786677,리뷰 활동량
7,business,baseline_new_business_rate,0.002992187908166755,0.0015494415610431658,1.3270396216127844,음식점 탐색
8,interval,recent_mean_interval_days,0.0027465312191085334,0.0012694625555501118,1.2180905282738563,리뷰 작성 간격
9,interval,recency_increase_days,0.0023075025633106537,0.0016073677168508857,1.0233806908077534,리뷰 작성 간격
10,interval,recent_max_interval_days,0.0022246747201012883,0.002703956705551699,0.9866464237480012,리뷰 작성 간격
11,activity,review_count_ratio,0.0021890722678878038,0.002180211728702231,0.9708566852142282,리뷰 활동량
12,interval,baseline_mean_interval_days,0.0020073437228945333,0.000955233410258593,0.8902598153031185,리뷰 작성 간격
13,business,recent_new_business_rate,0.0015739580812381693,0.0009823658214509492,0.6980526626886833,음식점 탐색
14,interval,recent_median_interval_days,0.0013992919708772755,0.0012322688526210874,0.6205879926493243,리뷰 작성 간격
15,activity,baseline_reviews_per_active_month,0.001332568251606625,0.004277466284802106,0.5909959276149558,리뷰 활동량
16,interval,baseline_max_interval_days,0.0007310025003042619,0.0008424298781131468,0.32420065556514677,리뷰 작성 간격
17,business,baseline_new_business_count,0.0007199651811171548,0.00041193361842450227,0.31930558870196574,음식점 탐색
18,business,recent_new_vs_baseline_count,0.0006984662396772367,0.0018041349371634779,0.3097707773902711,음식점 탐색
19,business,unique_business_count_diff,0.0005129020619223767,0.0010855217119296254,0.22747279885737562,음식점 탐색
20,interval,median_interval_increase_days,0.0004856392823523015,0.0008704739668372447,0.2153817170820498,리뷰 작성 간격
21,business,recent_revisit_rate,9.597228260967428e-05,0.00015946198043371396,0.04256384475455197,음식점 탐색
22,business,new_business_count_diff,6.362971108229698e-05,0.0004639812187285449,0.02821986797270233,음식점 탐색
23,activity,active_month_diff,3.755507876153641e-05,0.00016528128816436182,0.016655731203686883,리뷰 활동량
24,interval,max_interval_increase_days,1.1032043970954364e-05,0.0018207954195601254,0.004892727297264044,리뷰 작성 간격
25,interval,recent_interval_available,0.0,0.0,0.0,리뷰 작성 간격
26,activity,recent_reviews_per_active_month,-1.2549047553117586e-05,0.00031399615875547896,0.0,리뷰 활동량
27,activity,active_month_ratio,-5.972884525692335e-05,0.0006069198821462041,0.0,리뷰 활동량
28,activity,active_month_decline_rate,-6.134287381251991e-05,5.34093753110803e-05,0.0,리뷰 활동량
29,business,baseline_unique_business_count,-8.968749898779493e-05,0.000867962157717272,0.0,음식점 탐색
30,activity,reviews_per_active_month_decline_rate,-0.00010967589712785331,0.0012530829738720895,0.0,리뷰 활동량
31,activity,baseline_review_count,-0.0001206496385529554,0.000726240366975512,0.0,리뷰 활동량
32,business,recent_revisited_business_count,-0.00012605546784842382,0.00011137589690616103,0.0,음식점 탐색
33,business,recent_new_business_count,-0.0002400468802613187,0.000608146879507825,0.0,음식점 탐색
34,business,unique_business_decline_rate,-0.0003702950053892651,0.0013052222139633514,0.0,음식점 탐색
35,business,recent_new_vs_baseline_rate,-0.0003892295252702294,0.0003658472035781261,0.0,음식점 탐색
36,activity,review_count_decline_rate,-0.0006721673995398636,0.002210910106592096,0.0,리뷰 활동량
37,interval,mean_interval_increase_days,-0.0008728448865401528,0.0007581924176350932,0.0,리뷰 작성 간격
38,activity,review_count_diff,-0.0011225276594861223,0.0023742670836090596,0.0,리뷰 활동량
39,business,new_business_rate_decline,-0.0011250648166458987,0.0007584564018744568,0.0,음식점 탐색
40,activity,reviews_per_active_month_diff,-0.001469279174025656,0.001149817257700231,0.0,리뷰 활동량
41,business,recent_unique_business_count,-0.0015361147042121548,0.0021950423163602816,0.0,음식점 탐색
42,activity,reviews_per_active_month_ratio,-0.002978446371874194,0.0010454954117524314,0.0,리뷰 활동량
43,business,unique_business_ratio,-0.003091004949208348,0.00210996281823246,0.0,음식점 탐색
