rank,feature,feature_group,importance_mean,importance_std,feature_group_label,importance_share_pct,baseline_pr_auc,metric,split,model_version,method,repeats
1,recent_recency_days,interval,0.11080586918409732,0.0031702052686238056,작성 간격,59.852062347729415,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
2,recent_mean_interval_days,interval,0.028238476274055308,0.0029790437175270705,작성 간격,15.253082305158266,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
3,recent_active_months,activity,0.019652352328393026,0.0029304650067933226,리뷰 활동량,10.615266370811845,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
4,baseline_active_months,activity,0.017321173481382117,0.0013700750536428565,리뷰 활동량,9.35607439188164,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
5,recent_new_vs_baseline_count,business,0.004267727587007592,0.001078147308862348,음식점 탐색,2.305223536456519,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
6,recent_max_interval_days,interval,0.0016387530151851792,0.0008601322245145647,작성 간격,0.8851764654671344,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
7,recent_new_business_rate,business,0.000751248924688297,0.0006693309848277185,음식점 탐색,0.40578895152569916,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
8,baseline_max_interval_days,interval,0.0006567150218341533,0.00033787229689588924,작성 간격,0.3547262317504507,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
9,baseline_new_business_rate,business,0.0006380015900048719,0.00045435244156171757,음식점 탐색,0.34461812559295774,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
10,baseline_reviews_per_active_month,activity,0.000521322944445446,0.0006696176342067713,리뷰 활동량,0.28159386866421343,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
11,recent_revisited_business_count,business,0.00015013503955714215,0.00020236600233202614,음식점 탐색,0.08109581030607119,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
12,baseline_recency_days,interval,0.0001391613945725567,0.00020267460352776112,작성 간격,0.07516836901947264,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
13,recency_increase_days,interval,0.00013296295412631442,0.0002270801422588605,작성 간격,0.07182026619081468,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
14,recent_reviews_per_active_month,activity,0.0001063186396687954,0.00021895592656836677,리뷰 활동량,0.057428274305669935,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
15,recent_unique_business_count,business,7.215902867151458e-05,0.00034710092013800044,음식점 탐색,0.03897687653912581,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
16,baseline_median_interval_days,interval,4.054005192220544e-05,0.00011838499715441733,작성 간격,0.021897808600704175,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
17,active_month_diff,activity,0.0,0.0,리뷰 활동량,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
18,baseline_new_business_count,business,0.0,0.0,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
19,baseline_review_count,activity,0.0,0.0,리뷰 활동량,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
20,baseline_unique_business_count,business,0.0,0.0,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
21,new_business_count_diff,business,0.0,0.0,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
22,recent_interval_available,interval,0.0,0.0,작성 간격,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
23,recent_new_business_count,business,0.0,0.0,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
24,recent_new_vs_baseline_rate,business,0.0,0.0,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
25,recent_review_count,activity,0.0,0.0,리뷰 활동량,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
26,recent_revisit_rate,business,0.0,0.0,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
27,review_count_diff,activity,0.0,0.0,리뷰 활동량,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
28,unique_business_count_diff,business,0.0,0.0,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
29,mean_interval_increase_days,interval,-9.6502836016088e-06,0.00015221461970108823,작성 간격,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
30,max_interval_increase_days,interval,-1.2030682859059948e-05,0.0001941981839319176,작성 간격,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
31,median_interval_increase_days,interval,-2.2216591536428075e-05,0.00015047579461923376,작성 간격,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
32,reviews_per_active_month_ratio,activity,-2.6574879258317586e-05,7.565671659093523e-05,리뷰 활동량,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
33,new_business_rate_decline,business,-3.026060350559412e-05,8.6140527075141e-05,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
34,unique_business_ratio,business,-3.101576601964306e-05,8.2922655154825e-05,음식점 탐색,0.0,0.5792363193087259,macro_pr_auc,final_test,v04,single_feature_permutation,20
